ID_Cliente,Nombre,Apellido,Email,Fecha_Registro,Region,total_productos,total_gasto,gasto_promedio,Cancelada,Completa,Pendiente,forma_pago_1,forma_pago_2,forma_pago_3,forma_pago_4,forma_pago_5
202,Viola,Wyke,vwyke5l@apache.org,10/11/2023,NEA,30,313.53,39.19125,0,8,0,4,0,0,3,1
203,Rafaellle,Jayes,rjayes5m@ameblo.jp,02/10/2023,Buenos Aires,31,189.89999999999998,21.099999999999998,0,9,2,1,1,1,4,4
204,Di,Kasper,dkasper5n@symantec.com,06/06/2023,Patagonia,22,242.49,34.64142857142857,0,7,0,1,1,0,3,2
205,Brenda,Utterson,butterson5o@webeden.co.uk,29/04/2023,Patagonia,32,300.68,33.40888888888889,0,9,4,1,1,3,2,6
206,Madeleine,Toretta,mtoretta5p@abc.net.au,10/05/2023,NEA,15,159.01999999999998,31.803999999999995,0,5,2,1,1,0,3,2
207,Gussi,Paslow,gpaslow5q@europa.eu,17/06/2023,Buenos Aires,22,227.03,22.703,0,10,1,0,2,3,4,2
208,Frederique,Bartholomaus,fbartholomaus5r@vkontakte.ru,21/04/2023,Buenos Aires,17,184.76999999999998,36.95399999999999,0,5,2,0,0,2,2,3
209,Burr,Jiricka,bjiricka5s@icq.com,25/10/2023,Buenos Aires,44,456.09999999999997,38.00833333333333,0,12,0,1,2,3,1,5
210,Hendrika,Smylie,hsmylie5t@sbwire.com,16/12/2023,Centro,28,280.15,40.021428571428565,0,7,2,2,0,0,4,3
211,Lilli,Hayers,lhayers5u@alibaba.com,08/09/2023,Centro,23,168.91,24.13,0,7,2,3,0,2,1,3
212,Justin,Featherstonehaugh,jfeatherstonehaugh5v@e-recht24.de,13/10/2023,Buenos Aires,37,419.06,46.562222222222225,0,9,0,3,2,1,2,1
213,Cornelia,Alberti,calberti5w@ibm.com,28/11/2023,Centro,32,362.2,40.24444444444444,0,9,2,2,2,1,2,4
214,Pippy,Pirot,ppirot5x@t-online.de,04/05/2023,Patagonia,41,417.89,41.789,0,10,2,2,0,2,3,5
215,Addison,Trask,atrask5y@goo.ne.jp,10/08/2023,NEA,31,190.57999999999998,23.822499999999998,0,8,0,2,0,4,2,0
216,Tandie,Arrowsmith,tarrowsmith5z@arizona.edu,11/11/2023,Centro,18,180.81,36.162,0,5,3,0,1,3,2,2
217,Derrick,Giraldo,dgiraldo60@cdbaby.com,08/09/2023,Centro,18,135.71,22.618333333333336,0,6,1,3,1,0,2,1
218,Ingeborg,Downey,idowney61@hexun.com,23/10/2023,Centro,31,425.85999999999996,47.31777777777777,0,9,1,0,0,3,3,4
219,Obediah,Clineck,oclineck62@accuweather.com,27/04/2023,Patagonia,30,344.64,38.29333333333333,0,9,1,2,1,4,2,1
220,Ilyssa,Camus,icamus63@cnn.com,29/05/2023,Centro,21,175.26,29.209999999999997,0,6,0,1,1,0,3,1
221,Hildagarde,Mouton,hmouton64@indiatimes.com,09/06/2023,Buenos Aires,23,223.35999999999999,31.908571428571427,0,7,1,1,0,0,3,4
222,Connor,Simoneton,csimoneton65@adobe.com,09/09/2023,Centro,35,314.77,26.230833333333333,0,12,1,2,0,3,4,4
223,Lenette,Muldoon,lmuldoon66@mozilla.com,10/08/2023,Buenos Aires,27,290.25,41.464285714285715,0,7,1,1,1,2,1,3
224,Katey,Gritland,kgritland67@odnoklassniki.ru,25/09/2023,Cuyo,40,430.01,43.001,0,10,2,3,1,1,2,5
225,Charlton,Amphlett,camphlett68@dailymotion.com,13/11/2023,Buenos Aires,33,322.40999999999997,40.301249999999996,0,8,1,2,2,0,2,3
226,Jerry,Beiderbecke,jbeiderbecke69@arizona.edu,26/11/2023,Patagonia,24,238.37,39.72833333333333,0,6,1,0,1,2,2,2
227,Falkner,Heggs,fheggs6a@buzzfeed.com,31/05/2023,Buenos Aires,5,16.25,8.125,0,2,2,1,0,1,1,1
228,Griff,Kearey,gkearey6b@ebay.co.uk,28/12/2023,Centro,26,313.4,44.771428571428565,0,7,0,1,2,1,1,2
229,Angy,Quiney,aquiney6c@state.gov,12/11/2023,Cuyo,25,202.06,28.865714285714287,0,7,1,1,1,1,4,1
230,Alvira,Gimber,agimber6d@ning.com,28/12/2023,Centro,33,399.2,49.9,0,8,3,2,2,1,3,3
231,Rani,Chattelaine,rchattelaine6e@list-manage.com,13/12/2023,Patagonia,30,243.46,30.4325,0,8,2,1,1,0,3,5
232,Truda,Staddon,tstaddon6f@ox.ac.uk,20/06/2023,Buenos Aires,19,242.93,34.70428571428572,0,7,1,3,1,3,1,0
233,Stefania,Jephson,sjephson6g@jigsy.com,18/11/2023,Centro,39,318.81,26.5675,0,12,2,4,1,1,7,1
234,Christopher,Bootland,cbootland6h@usnews.com,30/09/2023,Buenos Aires,45,424.59,32.660769230769226,0,13,2,3,1,3,5,3
235,Cloe,Brun,cbrun6i@theglobeandmail.com,11/12/2023,NEA,21,220.74,31.534285714285716,0,7,2,0,0,2,4,3
236,Ignacio,Klimashevich,iklimashevich6j@xinhuanet.com,21/09/2023,Buenos Aires,18,148.89,29.778,0,5,0,1,2,0,1,1
237,Nikki,Dalgetty,ndalgetty6k@berkeley.edu,10/05/2023,Buenos Aires,50,576.37,52.39727272727273,0,11,1,4,1,1,3,3
238,Kaine,Jasper,kjasper6l@drupal.org,26/09/2023,Buenos Aires,25,235.17000000000002,33.59571428571429,0,7,0,1,1,2,0,3
239,Herbie,Puttick,hputtick6m@hc360.com,01/04/2023,Buenos Aires,22,255.57999999999998,36.51142857142857,0,7,0,3,1,0,1,2
240,Lara,Skedgell,lskedgell6n@deviantart.com,04/11/2023,Buenos Aires,19,179.07,35.814,0,5,2,0,4,2,1,0
241,Jeremiah,Cosgrave,jcosgrave6o@ning.com,11/06/2023,Buenos Aires,36,370.54999999999995,41.17222222222222,1,9,0,1,1,5,2,1
242,Eben,Hellens,ehellens6p@moonfruit.com,12/09/2023,NEA,41,483.35,53.705555555555556,1,9,3,3,1,3,3,3
243,Gerta,Shervington,gshervington6q@hao123.com,15/05/2023,Buenos Aires,14,81.37,27.123333333333335,0,3,2,2,0,0,3,0
244,Francesca,Barter,fbarter6r@fc2.com,09/10/2023,Buenos Aires,11,130.63,26.125999999999998,0,5,0,1,0,0,1,3
245,Ortensia,Ruppeli,oruppeli6s@paypal.com,04/07/2023,NEA,29,230.72,19.226666666666667,0,12,1,1,3,0,4,5
246,Almira,Zottoli,azottoli6t@prweb.com,28/09/2023,NEA,18,186.0,26.571428571428573,0,7,1,1,1,2,1,3
247,Silvio,Butterfield,sbutterfield6u@seattletimes.com,19/07/2023,Buenos Aires,31,281.09,28.108999999999998,0,10,1,7,0,0,4,0
248,Benito,Craythorne,bcraythorne6v@bloomberg.com,03/07/2023,Centro,43,432.52,39.32,0,11,1,2,0,5,2,3
249,Dilly,Gaveltone,dgaveltone6w@oracle.com,02/08/2023,Buenos Aires,22,223.85,37.30833333333333,0,6,3,2,0,1,2,4
250,Stacy,Scading,sscading6x@google.co.jp,22/08/2023,Centro,29,317.86,35.31777777777778,1,9,4,2,0,2,4,6
251,Cristian,Micka,cmicka6y@paginegialle.it,28/04/2023,Centro,11,126.69999999999999,42.23333333333333,0,3,4,1,1,0,2,3
252,Emmalynne,Chew,echew6z@smh.com.au,01/11/2023,Patagonia,45,409.71999999999997,34.14333333333333,0,12,0,2,0,2,4,4
253,Alastair,Scedall,ascedall70@purevolume.com,01/05/2023,Buenos Aires,15,126.66,42.22,1,3,0,1,0,0,0,3
254,Dunc,Battersby,dbattersby71@salon.com,10/11/2023,Patagonia,12,100.44999999999999,20.089999999999996,0,5,2,3,0,2,0,2
255,Merry,Zoren,mzoren72@webeden.co.uk,12/12/2023,Buenos Aires,25,139.19,19.884285714285713,0,7,5,2,1,2,2,5
256,Felita,Duny,fduny73@narod.ru,17/12/2023,Buenos Aires,15,275.64,91.88,0,3,1,1,0,0,1,2
257,Amalie,Persitt,apersitt74@paypal.com,15/10/2023,NEA,31,232.71,25.85666666666667,0,9,1,1,1,3,3,2
258,Izabel,Starten,istarten75@pen.io,28/05/2023,Centro,34,333.65999999999997,37.07333333333333,0,9,1,2,1,3,3,1
259,Nobe,Van Hault,nvanhault76@dion.ne.jp,15/10/2023,Cuyo,16,126.11999999999999,31.529999999999998,0,4,3,2,2,2,0,1
260,Cyrille,Mulligan,cmulligan77@gravatar.com,26/07/2023,Buenos Aires,23,271.14,33.8925,0,8,2,1,2,0,5,2
261,Carlita,McArdell,cmcardell78@gmpg.org,24/12/2023,NOA,24,220.69,31.527142857142856,0,7,1,1,1,3,3,0
262,Cairistiona,Trevan,ctrevan79@xrea.com,21/04/2023,Buenos Aires,17,191.32999999999998,47.832499999999996,0,4,4,1,2,0,3,2
263,Onfre,Burdekin,oburdekin7a@wordpress.org,29/03/2023,Buenos Aires,17,169.65,28.275000000000002,0,6,0,1,0,1,2,2
264,Vivien,Demeza,vdemeza7b@addtoany.com,19/04/2023,Buenos Aires,25,354.91999999999996,35.492,0,10,2,2,0,3,1,6
265,Valeria,Tyres,vtyres7c@ebay.co.uk,12/06/2023,Centro,15,242.0,48.4,0,5,2,1,1,0,3,2
266,Tabbie,Hintzer,thintzer7d@canalblog.com,28/10/2023,Buenos Aires,44,463.0,35.61538461538461,0,13,1,4,1,1,2,6
267,Marielle,Mickelwright,mmickelwright7e@behance.net,05/11/2023,Centro,8,57.910000000000004,14.477500000000001,0,4,0,0,0,1,2,1
268,Thom,Gantzer,tgantzer7f@state.gov,07/05/2023,NOA,35,325.11,36.123333333333335,0,9,0,4,0,0,4,1
269,Merill,Gogin,mgogin7g@whitehouse.gov,15/09/2023,Centro,14,111.46000000000001,18.576666666666668,0,6,1,1,0,2,2,2
270,Davide,Dukes,ddukes7h@slideshare.net,12/11/2023,Cuyo,12,159.28,53.093333333333334,0,3,1,0,1,1,2,0
271,Lotta,Matteacci,lmatteacci7i@tripod.com,17/10/2023,Patagonia,41,313.6,31.360000000000003,0,10,1,1,1,2,5,2
272,Nikki,Phillipson,nphillipson7j@fema.gov,10/11/2023,Buenos Aires,36,399.49,44.38777777777778,0,9,2,3,0,2,2,4
273,Miller,Cazereau,mcazereau7k@squarespace.com,16/07/2023,Cuyo,30,251.12,35.87428571428571,0,7,3,3,0,2,3,2
274,Darby,Gerasch,dgerasch7l@usatoday.com,08/07/2023,Buenos Aires,31,294.65,32.73888888888889,0,9,1,1,2,3,2,2
275,Perrine,Enstone,penstone7m@nationalgeographic.com,14/04/2023,Buenos Aires,27,434.90999999999997,54.363749999999996,0,8,1,2,1,1,4,1
276,Bel,McQueen,bmcqueen7n@goo.ne.jp,30/03/2023,Patagonia,20,371.13,92.7825,1,4,2,1,0,2,0,4
277,Pippy,Hearne,phearne7o@goo.ne.jp,18/07/2023,Patagonia,22,218.99,43.798,0,5,3,0,0,2,4,2
278,Rouvin,Ohrt,rohrt7p@devhub.com,21/08/2023,Centro,48,403.12,31.00923076923077,0,13,1,4,1,0,6,3
279,Benito,Weall,bweall7q@marriott.com,29/11/2023,Centro,19,184.7,26.385714285714283,0,7,3,2,2,1,1,4
280,Keriann,Doore,kdoore7r@hibu.com,11/12/2023,Centro,22,239.16,29.895,0,8,1,1,2,1,2,3
281,Issie,Hendonson,ihendonson7s@google.de,02/04/2023,Buenos Aires,28,237.2,29.65,0,8,0,1,1,1,2,3
282,Lowrance,Coward,lcoward7t@telegraph.co.uk,10/06/2023,Centro,26,300.71,42.958571428571425,0,7,0,1,1,1,3,1
283,Lincoln,Kennermann,lkennermann7u@barnesandnoble.com,03/05/2023,Buenos Aires,37,354.08,32.18909090909091,0,11,3,0,0,5,5,4
284,Vanna,Milliken,vmilliken7v@redcross.org,15/07/2023,NOA,22,211.59,35.265,0,6,1,1,0,1,4,1
285,Red,Cutmare,rcutmare7w@woothemes.com,12/08/2023,Patagonia,21,174.18,34.836,0,5,3,2,1,1,3,1
286,Mikael,Freckingham,mfreckingham7x@wordpress.com,07/10/2023,Centro,26,262.25,32.78125,0,8,4,5,1,1,2,3
287,Son,Klesse,sklesse7y@sohu.com,13/11/2023,NEA,24,188.32,23.54,0,8,2,2,0,3,3,2
288,Leoline,Hessel,lhessel7z@umn.edu,26/10/2023,Buenos Aires,28,246.03,22.366363636363637,0,11,3,3,4,2,3,2
289,Fran,McCullen,fmccullen80@myspace.com,28/11/2023,Cuyo,26,268.33,33.54125,0,8,0,3,0,2,1,2
290,Melinda,Water,mwater81@huffingtonpost.com,20/09/2023,Buenos Aires,23,243.51999999999998,34.78857142857142,0,7,1,3,2,1,1,1
291,Kean,Devoy,kdevoy82@sphinn.com,05/11/2023,NEA,35,309.58,38.6975,0,8,0,3,0,0,2,3
292,Larisa,Eustace,leustace83@shutterfly.com,26/05/2023,Patagonia,26,257.21999999999997,36.74571428571428,0,7,3,3,1,0,1,5
293,Sebastian,Portman,sportman84@dmoz.org,09/07/2023,Patagonia,19,213.48999999999998,53.372499999999995,0,4,0,1,0,0,2,1
294,Alon,Gorch,agorch85@nifty.com,27/12/2023,Centro,13,142.45000000000002,28.490000000000002,0,5,1,0,0,0,5,1
295,Denise,Domsalla,ddomsalla86@nih.gov,02/10/2023,Cuyo,26,276.37,46.06166666666667,0,6,1,0,2,2,1,2
296,Christean,Branigan,cbranigan87@dmoz.org,28/07/2023,Buenos Aires,18,174.62,29.103333333333335,0,6,1,1,0,0,4,2
297,Hadleigh,McGilben,hmcgilben88@typepad.com,20/09/2023,Buenos Aires,8,97.15,24.2875,0,4,3,0,0,2,2,3
298,Osborne,Bruton,obruton89@oracle.com,24/07/2023,Buenos Aires,25,252.76999999999998,36.11,0,7,1,2,1,2,2,1
299,Simone,Tonkes,stonkes8a@exblog.jp,31/10/2023,Cuyo,44,351.39,35.138999999999996,0,10,0,3,1,2,3,1
300,Marilin,Lodin,mlodin8b@shop-pro.jp,25/08/2023,NEA,16,149.86,29.972,0,5,0,1,0,0,3,1
301,Nannie,Toseland,ntoseland8c@typepad.com,31/10/2023,Cuyo,22,167.71,20.96375,0,8,1,1,0,2,5,1
302,Ferris,Duggan,fduggan8d@ebay.co.uk,24/07/2023,Patagonia,23,225.13,32.16142857142857,0,7,2,5,0,2,1,1
303,Sorcha,Leaver,sleaver8e@tripod.com,08/05/2023,Centro,40,479.59000000000003,53.287777777777784,0,9,1,2,1,2,1,4
304,Arch,Jurasz,ajurasz8f@e-recht24.de,30/04/2023,Cuyo,28,238.4,39.733333333333334,0,6,2,2,0,1,4,1
305,Karyn,Foucard,kfoucard8g@furl.net,04/05/2023,Patagonia,25,317.96,52.99333333333333,0,6,0,0,1,0,2,3
306,Donna,Zamora,dzamora8h@mit.edu,11/06/2023,Cuyo,25,308.06,38.5075,0,8,0,0,3,1,3,1
307,Shelba,Elcombe,selcombe8i@ustream.tv,01/04/2023,Cuyo,66,522.26,29.014444444444443,0,18,1,3,4,4,4,4
308,Robin,Shelp,rshelp8j@ebay.co.uk,06/11/2023,Centro,25,339.21,48.458571428571425,0,7,3,2,1,1,2,4
309,Aggy,Warman,awarman8k@prnewswire.com,31/08/2023,Centro,25,190.97000000000003,31.828333333333337,0,6,0,1,1,0,2,2
310,Kenyon,Grain,kgrain8l@t.co,09/11/2023,Patagonia,18,131.9,21.983333333333334,0,6,1,1,0,2,2,2
311,Sebastien,Tunesi,stunesi8m@ox.ac.uk,26/12/2023,Buenos Aires,50,526.05,40.465384615384615,0,13,1,1,1,5,4,3
312,Gabie,Late,glate8n@walmart.com,03/08/2023,Cuyo,24,278.45,46.40833333333333,0,6,1,1,2,2,0,2
313,Jeralee,Mccaull,jmccaull8o@uol.com.br,14/07/2023,Cuyo,40,407.58,37.052727272727275,0,11,5,4,1,1,4,6
314,Abelard,Bassett,abassett8p@google.fr,10/04/2023,Patagonia,17,99.44999999999999,16.575,0,6,6,3,2,3,2,2
315,Anastasia,Craighill,acraighill8q@hhs.gov,18/06/2023,Buenos Aires,23,203.15,33.858333333333334,0,6,1,0,2,1,1,3
316,Glyn,Hourston,ghourston8r@umich.edu,13/10/2023,Centro,44,381.55,27.25357142857143,0,14,2,3,0,4,5,4
317,Ricard,Dupoy,rdupoy8s@domainmarket.com,01/06/2023,NEA,25,156.78,19.5975,0,8,0,4,1,0,2,1
318,Gustave,Chatainier,gchatainier8t@house.gov,31/03/2023,Buenos Aires,22,251.51999999999998,31.439999999999998,0,8,2,3,0,0,3,4
319,Byrle,Crinidge,bcrinidge8u@live.com,10/05/2023,Patagonia,12,169.99,33.998000000000005,0,5,4,2,0,1,3,3
320,Aubert,Caddie,acaddie8v@reference.com,08/11/2023,Centro,18,145.56,29.112000000000002,0,5,2,0,0,3,4,0
321,Bent,Auld,bauld8w@odnoklassniki.ru,27/10/2023,Cuyo,37,398.13,36.193636363636365,0,11,1,5,0,0,4,3
322,Hugh,Ortelt,hortelt8x@google.com.hk,19/11/2023,NEA,14,70.6,23.53333333333333,0,3,1,0,0,2,2,0
323,Issiah,Schoales,ischoales8y@twitter.com,21/11/2023,Centro,28,231.98000000000002,25.775555555555556,0,9,1,1,1,1,2,5
324,Nalani,Steggals,nsteggals8z@nhs.uk,01/09/2023,NEA,19,179.48,29.91333333333333,0,6,1,2,1,1,2,1
325,Rowland,Riddington,rriddington90@friendfeed.com,16/06/2023,NEA,40,314.16,26.180000000000003,0,12,0,2,1,3,4,2
326,Friedrick,Paulucci,fpaulucci91@arstechnica.com,21/06/2023,Cuyo,30,235.01,29.37625,0,8,5,3,1,4,1,4
