ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Semana,Mes,Dia_Semana,Trimestre,Nombre_producto,Categoría,Precio_Unitario,Stock,Venta_Total
453,2024-04-07,75,12,2,4,Completa,14,4,Sunday,2,Pan francés,Panadería,8.12,1619,16.24
657,2024-04-07,57,36,1,4,Completa,14,4,Sunday,2,Lentejas,Conservas,3.25,4578,3.25
1220,2024-04-07,224,38,5,3,Completa,14,4,Sunday,2,Atún enlatado,Conservas,6.21,2182,31.05
2084,2024-04-07,138,33,4,3,Completa,14,4,Sunday,2,Papas chips,Galletitas y Snacks,8.54,2837,34.16
2726,2024-04-07,166,17,6,4,Completa,14,4,Sunday,2,Manzanas,Frutas y Verduras,6.54,3383,39.24
2731,2024-04-07,132,5,3,1,Pendiente,14,4,Sunday,2,Manteca,Lácteos,5.65,4929,16.950000000000003
108,2024-04-08,153,17,4,4,Completa,15,4,Monday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
581,2024-04-08,297,6,1,3,Pendiente,15,4,Monday,2,Asado,Carnicería,28.56,5137,28.56
1470,2024-04-08,38,24,5,5,Completa,15,4,Monday,2,Empanadas,Congelados,13.54,2908,67.69999999999999
1834,2024-04-08,141,7,1,5,Completa,15,4,Monday,2,Chorizo,Carnicería,11.25,4068,11.25
1840,2024-04-08,241,12,6,3,Completa,15,4,Monday,2,Pan francés,Panadería,8.12,1619,48.72
2140,2024-04-08,174,9,1,4,Completa,15,4,Monday,2,Pollo,Carnicería,18.56,4051,18.56
2885,2024-04-08,245,24,1,2,Completa,15,4,Monday,2,Empanadas,Congelados,13.54,2908,13.54
80,2024-04-09,313,25,6,3,Completa,15,4,Tuesday,2,Pizza congelada,Congelados,15.45,1640,92.69999999999999
600,2024-04-09,142,14,2,4,Completa,15,4,Tuesday,2,Facturas,Panadería,12.36,3125,24.72
962,2024-04-09,275,8,2,4,Completa,15,4,Tuesday,2,Milanesa,Carnicería,16.21,3140,32.42
1331,2024-04-09,51,11,2,4,Completa,15,4,Tuesday,2,Salchicha,Carnicería,11.23,1726,22.46
1474,2024-04-09,321,9,1,4,Completa,15,4,Tuesday,2,Pollo,Carnicería,18.56,4051,18.56
2341,2024-04-09,23,10,3,5,Completa,15,4,Tuesday,2,Costilla de cerdo,Carnicería,14.25,2429,42.75
2716,2024-04-09,162,15,4,3,Completa,15,4,Tuesday,2,Medialunas,Panadería,3.51,4043,14.04
2920,2024-04-09,207,35,2,3,Completa,15,4,Tuesday,2,Arroz,Conservas,4.25,1437,8.5
102,2024-04-10,282,26,1,3,Completa,15,4,Wednesday,2,Hamburgesas congeladas,Congelados,9.54,1688,9.54
239,2024-04-10,197,37,6,5,Completa,15,4,Wednesday,2,Garbanzos,Conservas,3.65,1506,21.9
532,2024-04-10,233,1,3,1,Completa,15,4,Wednesday,2,Leche,Lácteos,12.24,3327,36.72
1046,2024-04-10,288,1,5,3,Completa,15,4,Wednesday,2,Leche,Lácteos,12.24,3327,61.2
1612,2024-04-10,68,20,4,4,Pendiente,15,4,Wednesday,2,Lechugas,Frutas y Verduras,4.25,1541,17.0
1904,2024-04-10,231,12,4,4,Completa,15,4,Wednesday,2,Pan francés,Panadería,8.12,1619,32.48
2490,2024-04-10,162,26,3,5,Completa,15,4,Wednesday,2,Hamburgesas congeladas,Congelados,9.54,1688,28.619999999999997
2758,2024-04-10,273,23,2,4,Completa,15,4,Wednesday,2,Papas fritas,Congelados,8.23,3731,16.46
2785,2024-04-10,191,17,6,5,Completa,15,4,Wednesday,2,Manzanas,Frutas y Verduras,6.54,3383,39.24
354,2024-04-11,195,29,6,1,Completa,15,4,Thursday,2,Cerveza,Bebidas,11.54,2455,69.24
677,2024-04-11,291,10,3,5,Completa,15,4,Thursday,2,Costilla de cerdo,Carnicería,14.25,2429,42.75
873,2024-04-11,72,26,1,4,Completa,15,4,Thursday,2,Hamburgesas congeladas,Congelados,9.54,1688,9.54
1110,2024-04-11,284,12,2,4,Completa,15,4,Thursday,2,Pan francés,Panadería,8.12,1619,16.24
2469,2024-04-11,79,36,4,5,Pendiente,15,4,Thursday,2,Lentejas,Conservas,3.25,4578,13.0
2561,2024-04-11,133,19,3,1,Completa,15,4,Thursday,2,Tomates,Frutas y Verduras,6.54,4041,19.62
379,2024-04-12,67,2,4,1,Completa,15,4,Friday,2,Yogur,Lácteos,5.21,3358,20.84
831,2024-04-12,94,19,4,3,Pendiente,15,4,Friday,2,Tomates,Frutas y Verduras,6.54,4041,26.16
1143,2024-04-12,266,20,2,5,Completa,15,4,Friday,2,Lechugas,Frutas y Verduras,4.25,1541,8.5
1149,2024-04-12,272,24,5,5,Completa,15,4,Friday,2,Empanadas,Congelados,13.54,2908,67.69999999999999
1157,2024-04-12,90,11,4,3,Completa,15,4,Friday,2,Salchicha,Carnicería,11.23,1726,44.92
1299,2024-04-12,223,16,3,3,Completa,15,4,Friday,2,Tortas,Panadería,15.23,3189,45.69
1647,2024-04-12,74,9,4,4,Completa,15,4,Friday,2,Pollo,Carnicería,18.56,4051,74.24
1698,2024-04-12,272,3,5,5,Completa,15,4,Friday,2,Queso cremoso,Lácteos,17.23,3167,86.15
1915,2024-04-12,21,27,4,4,Completa,15,4,Friday,2,Agua mineral,Bebidas,6.21,4978,24.84
2137,2024-04-12,202,5,1,4,Completa,15,4,Friday,2,Manteca,Lácteos,5.65,4929,5.65
2229,2024-04-12,312,27,2,1,Completa,15,4,Friday,2,Agua mineral,Bebidas,6.21,4978,12.42
2306,2024-04-12,242,2,6,3,Completa,15,4,Friday,2,Yogur,Lácteos,5.21,3358,31.259999999999998
2497,2024-04-12,105,26,5,4,Completa,15,4,Friday,2,Hamburgesas congeladas,Congelados,9.54,1688,47.699999999999996
2581,2024-04-12,260,26,2,4,Completa,15,4,Friday,2,Hamburgesas congeladas,Congelados,9.54,1688,19.08
328,2024-04-13,167,23,3,3,Pendiente,15,4,Saturday,2,Papas fritas,Congelados,8.23,3731,24.69
788,2024-04-13,52,33,1,2,Completa,15,4,Saturday,2,Papas chips,Galletitas y Snacks,8.54,2837,8.54
1574,2024-04-13,204,20,5,4,Completa,15,4,Saturday,2,Lechugas,Frutas y Verduras,4.25,1541,21.25
1899,2024-04-13,176,22,2,5,Completa,15,4,Saturday,2,Cebolla,Frutas y Verduras,4.21,3545,8.42
2138,2024-04-13,281,7,5,2,Completa,15,4,Saturday,2,Chorizo,Carnicería,11.25,4068,56.25
2159,2024-04-13,288,19,3,1,Completa,15,4,Saturday,2,Tomates,Frutas y Verduras,6.54,4041,19.62
2395,2024-04-13,248,12,5,3,Completa,15,4,Saturday,2,Pan francés,Panadería,8.12,1619,40.599999999999994
2403,2024-04-13,15,8,2,4,Completa,15,4,Saturday,2,Milanesa,Carnicería,16.21,3140,32.42
2458,2024-04-13,105,24,1,4,Pendiente,15,4,Saturday,2,Empanadas,Congelados,13.54,2908,13.54
248,2024-04-14,132,3,5,5,Pendiente,15,4,Sunday,2,Queso cremoso,Lácteos,17.23,3167,86.15
340,2024-04-14,271,19,2,3,Pendiente,15,4,Sunday,2,Tomates,Frutas y Verduras,6.54,4041,13.08
371,2024-04-14,105,5,2,4,Completa,15,4,Sunday,2,Manteca,Lácteos,5.65,4929,11.3
708,2024-04-14,164,17,3,1,Completa,15,4,Sunday,2,Manzanas,Frutas y Verduras,6.54,3383,19.62
864,2024-04-14,190,21,5,4,Completa,15,4,Sunday,2,Zanahorias,Frutas y Verduras,3.25,2800,16.25
1868,2024-04-14,234,19,6,1,Pendiente,15,4,Sunday,2,Tomates,Frutas y Verduras,6.54,4041,39.24
1922,2024-04-14,269,31,1,5,Pendiente,15,4,Sunday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
2051,2024-04-14,165,30,2,5,Completa,15,4,Sunday,2,Vino tinto,Bebidas,13.54,1363,27.08
2838,2024-04-14,41,28,2,3,Completa,15,4,Sunday,2,Jugos de frutas,Bebidas,9.45,3637,18.9
15,2024-04-15,219,34,4,3,Completa,16,4,Monday,2,Maníes,Galletitas y Snacks,5.45,4769,21.8
82,2024-04-15,246,27,3,4,Completa,16,4,Monday,2,Agua mineral,Bebidas,6.21,4978,18.63
194,2024-04-15,45,32,5,5,Pendiente,16,4,Monday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,31.25
361,2024-04-15,226,20,6,5,Completa,16,4,Monday,2,Lechugas,Frutas y Verduras,4.25,1541,25.5
431,2024-04-15,231,33,1,2,Completa,16,4,Monday,2,Papas chips,Galletitas y Snacks,8.54,2837,8.54
651,2024-04-15,150,8,6,3,Completa,16,4,Monday,2,Milanesa,Carnicería,16.21,3140,97.26
1001,2024-04-15,325,4,4,4,Completa,16,4,Monday,2,Queso rallado,Lácteos,19.23,2099,76.92
1286,2024-04-15,110,21,5,5,Pendiente,16,4,Monday,2,Zanahorias,Frutas y Verduras,3.25,2800,16.25
1498,2024-04-15,216,37,4,3,Completa,16,4,Monday,2,Garbanzos,Conservas,3.65,1506,14.6
2949,2024-04-15,24,28,6,4,Completa,16,4,Monday,2,Jugos de frutas,Bebidas,9.45,3637,56.699999999999996
399,2024-04-16,115,38,4,4,Completa,16,4,Tuesday,2,Atún enlatado,Conservas,6.21,2182,24.84
807,2024-04-16,181,1,5,3,Completa,16,4,Tuesday,2,Leche,Lácteos,12.24,3327,61.2
976,2024-04-16,110,31,2,4,Completa,16,4,Tuesday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,10.48
1258,2024-04-16,48,28,4,1,Completa,16,4,Tuesday,2,Jugos de frutas,Bebidas,9.45,3637,37.8
1307,2024-04-16,46,1,3,5,Completa,16,4,Tuesday,2,Leche,Lácteos,12.24,3327,36.72
1319,2024-04-16,28,3,1,4,Completa,16,4,Tuesday,2,Queso cremoso,Lácteos,17.23,3167,17.23
1717,2024-04-16,171,33,5,5,Completa,16,4,Tuesday,2,Papas chips,Galletitas y Snacks,8.54,2837,42.699999999999996
2162,2024-04-16,304,28,4,4,Pendiente,16,4,Tuesday,2,Jugos de frutas,Bebidas,9.45,3637,37.8
2407,2024-04-16,209,34,5,3,Completa,16,4,Tuesday,2,Maníes,Galletitas y Snacks,5.45,4769,27.25
547,2024-04-17,69,22,2,4,Pendiente,16,4,Wednesday,2,Cebolla,Frutas y Verduras,4.21,3545,8.42
1177,2024-04-17,192,22,1,4,Completa,16,4,Wednesday,2,Cebolla,Frutas y Verduras,4.21,3545,4.21
2368,2024-04-17,245,33,1,4,Completa,16,4,Wednesday,2,Papas chips,Galletitas y Snacks,8.54,2837,8.54
2962,2024-04-17,314,2,6,3,Pendiente,16,4,Wednesday,2,Yogur,Lácteos,5.21,3358,31.259999999999998
421,2024-04-18,86,28,3,4,Pendiente,16,4,Thursday,2,Jugos de frutas,Bebidas,9.45,3637,28.349999999999998
1107,2024-04-18,223,18,4,4,Pendiente,16,4,Thursday,2,Bananas,Frutas y Verduras,7.25,4720,29.0
1282,2024-04-18,280,31,1,2,Completa,16,4,Thursday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
1325,2024-04-18,89,24,6,1,Completa,16,4,Thursday,2,Empanadas,Congelados,13.54,2908,81.24
1379,2024-04-18,301,18,1,3,Completa,16,4,Thursday,2,Bananas,Frutas y Verduras,7.25,4720,7.25
1951,2024-04-18,212,8,6,1,Completa,16,4,Thursday,2,Milanesa,Carnicería,16.21,3140,97.26
2632,2024-04-18,53,31,6,3,Completa,16,4,Thursday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,31.44
2661,2024-04-18,121,29,3,2,Completa,16,4,Thursday,2,Cerveza,Bebidas,11.54,2455,34.62
2777,2024-04-18,24,28,6,4,Completa,16,4,Thursday,2,Jugos de frutas,Bebidas,9.45,3637,56.699999999999996
1320,2024-04-19,324,22,2,4,Pendiente,16,4,Friday,2,Cebolla,Frutas y Verduras,4.21,3545,8.42
2081,2024-04-19,206,3,1,1,Completa,16,4,Friday,2,Queso cremoso,Lácteos,17.23,3167,17.23
2087,2024-04-19,103,27,6,3,Completa,16,4,Friday,2,Agua mineral,Bebidas,6.21,4978,37.26
2149,2024-04-19,82,3,4,4,Completa,16,4,Friday,2,Queso cremoso,Lácteos,17.23,3167,68.92
2666,2024-04-19,12,36,3,3,Completa,16,4,Friday,2,Lentejas,Conservas,3.25,4578,9.75
724,2024-04-20,298,4,2,2,Completa,16,4,Saturday,2,Queso rallado,Lácteos,19.23,2099,38.46
800,2024-04-20,56,29,3,3,Completa,16,4,Saturday,2,Cerveza,Bebidas,11.54,2455,34.62
1575,2024-04-20,66,4,3,4,Completa,16,4,Saturday,2,Queso rallado,Lácteos,19.23,2099,57.69
1605,2024-04-20,180,20,6,2,Pendiente,16,4,Saturday,2,Lechugas,Frutas y Verduras,4.25,1541,25.5
1707,2024-04-20,223,30,2,5,Completa,16,4,Saturday,2,Vino tinto,Bebidas,13.54,1363,27.08
2092,2024-04-20,272,23,1,3,Completa,16,4,Saturday,2,Papas fritas,Congelados,8.23,3731,8.23
2205,2024-04-20,233,4,2,4,Completa,16,4,Saturday,2,Queso rallado,Lácteos,19.23,2099,38.46
2434,2024-04-20,211,28,5,3,Pendiente,16,4,Saturday,2,Jugos de frutas,Bebidas,9.45,3637,47.25
2596,2024-04-20,287,12,5,1,Completa,16,4,Saturday,2,Pan francés,Panadería,8.12,1619,40.599999999999994
2635,2024-04-20,263,34,5,1,Completa,16,4,Saturday,2,Maníes,Galletitas y Snacks,5.45,4769,27.25
135,2024-04-21,254,38,2,5,Completa,16,4,Sunday,2,Atún enlatado,Conservas,6.21,2182,12.42
259,2024-04-21,288,32,3,2,Completa,16,4,Sunday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,18.75
598,2024-04-21,186,4,1,1,Completa,16,4,Sunday,2,Queso rallado,Lácteos,19.23,2099,19.23
1026,2024-04-21,131,17,2,4,Pendiente,16,4,Sunday,2,Manzanas,Frutas y Verduras,6.54,3383,13.08
1194,2024-04-21,237,17,6,4,Completa,16,4,Sunday,2,Manzanas,Frutas y Verduras,6.54,3383,39.24
1456,2024-04-21,271,18,4,1,Completa,16,4,Sunday,2,Bananas,Frutas y Verduras,7.25,4720,29.0
1638,2024-04-21,151,18,1,4,Completa,16,4,Sunday,2,Bananas,Frutas y Verduras,7.25,4720,7.25
1714,2024-04-21,242,32,4,5,Completa,16,4,Sunday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,25.0
1894,2024-04-21,1,37,4,4,Completa,16,4,Sunday,2,Garbanzos,Conservas,3.65,1506,14.6
2055,2024-04-21,186,5,3,5,Completa,16,4,Sunday,2,Manteca,Lácteos,5.65,4929,16.950000000000003
2066,2024-04-21,288,11,1,4,Completa,16,4,Sunday,2,Salchicha,Carnicería,11.23,1726,11.23
2356,2024-04-21,139,19,1,4,Completa,16,4,Sunday,2,Tomates,Frutas y Verduras,6.54,4041,6.54
2426,2024-04-21,75,30,2,4,Completa,16,4,Sunday,2,Vino tinto,Bebidas,13.54,1363,27.08
2499,2024-04-21,310,24,1,3,Pendiente,16,4,Sunday,2,Empanadas,Congelados,13.54,2908,13.54
2827,2024-04-21,305,23,2,5,Completa,16,4,Sunday,2,Papas fritas,Congelados,8.23,3731,16.46
523,2024-04-22,107,12,2,1,Completa,17,4,Monday,2,Pan francés,Panadería,8.12,1619,16.24
806,2024-04-22,225,32,6,2,Completa,17,4,Monday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,37.5
1074,2024-04-22,320,38,6,3,Completa,17,4,Monday,2,Atún enlatado,Conservas,6.21,2182,37.26
1406,2024-04-22,100,23,1,3,Completa,17,4,Monday,2,Papas fritas,Congelados,8.23,3731,8.23
1806,2024-04-22,233,35,4,2,Completa,17,4,Monday,2,Arroz,Conservas,4.25,1437,17.0
1853,2024-04-22,273,5,5,4,Completa,17,4,Monday,2,Manteca,Lácteos,5.65,4929,28.25
2925,2024-04-22,209,18,3,2,Completa,17,4,Monday,2,Bananas,Frutas y Verduras,7.25,4720,21.75
61,2024-04-23,319,6,2,1,Completa,17,4,Tuesday,2,Asado,Carnicería,28.56,5137,57.12
849,2024-04-23,177,31,2,5,Completa,17,4,Tuesday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,10.48
1254,2024-04-23,294,4,2,4,Completa,17,4,Tuesday,2,Queso rallado,Lácteos,19.23,2099,38.46
1677,2024-04-23,122,5,1,2,Pendiente,17,4,Tuesday,2,Manteca,Lácteos,5.65,4929,5.65
1686,2024-04-23,73,37,1,4,Completa,17,4,Tuesday,2,Garbanzos,Conservas,3.65,1506,3.65
1732,2024-04-23,215,38,5,4,Completa,17,4,Tuesday,2,Atún enlatado,Conservas,6.21,2182,31.05
1800,2024-04-23,313,37,4,5,Pendiente,17,4,Tuesday,2,Garbanzos,Conservas,3.65,1506,14.6
119,2024-04-24,55,21,4,5,Completa,17,4,Wednesday,2,Zanahorias,Frutas y Verduras,3.25,2800,13.0
909,2024-04-24,287,31,1,1,Completa,17,4,Wednesday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
1460,2024-04-24,40,17,4,3,Completa,17,4,Wednesday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
1783,2024-04-24,301,11,2,4,Completa,17,4,Wednesday,2,Salchicha,Carnicería,11.23,1726,22.46
1996,2024-04-24,117,23,2,3,Completa,17,4,Wednesday,2,Papas fritas,Congelados,8.23,3731,16.46
2145,2024-04-24,38,12,4,2,Completa,17,4,Wednesday,2,Pan francés,Panadería,8.12,1619,32.48
2584,2024-04-24,141,5,4,4,Completa,17,4,Wednesday,2,Manteca,Lácteos,5.65,4929,22.6
2645,2024-04-24,182,32,6,5,Completa,17,4,Wednesday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,37.5
87,2024-04-25,152,26,6,5,Completa,17,4,Thursday,2,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
251,2024-04-25,158,4,1,4,Completa,17,4,Thursday,2,Queso rallado,Lácteos,19.23,2099,19.23
751,2024-04-25,259,23,2,1,Pendiente,17,4,Thursday,2,Papas fritas,Congelados,8.23,3731,16.46
792,2024-04-25,130,1,1,1,Completa,17,4,Thursday,2,Leche,Lácteos,12.24,3327,12.24
952,2024-04-25,207,7,3,3,Completa,17,4,Thursday,2,Chorizo,Carnicería,11.25,4068,33.75
1060,2024-04-25,56,29,5,3,Completa,17,4,Thursday,2,Cerveza,Bebidas,11.54,2455,57.699999999999996
1088,2024-04-25,274,30,2,2,Completa,17,4,Thursday,2,Vino tinto,Bebidas,13.54,1363,27.08
1657,2024-04-25,298,12,5,1,Completa,17,4,Thursday,2,Pan francés,Panadería,8.12,1619,40.599999999999994
1900,2024-04-25,222,24,2,3,Completa,17,4,Thursday,2,Empanadas,Congelados,13.54,2908,27.08
2184,2024-04-25,68,9,6,5,Completa,17,4,Thursday,2,Pollo,Carnicería,18.56,4051,111.35999999999999
2269,2024-04-25,13,24,6,1,Completa,17,4,Thursday,2,Empanadas,Congelados,13.54,2908,81.24
2615,2024-04-25,277,16,4,5,Completa,17,4,Thursday,2,Tortas,Panadería,15.23,3189,60.92
2974,2024-04-25,315,17,4,3,Completa,17,4,Thursday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
617,2024-04-26,313,8,6,1,Completa,17,4,Friday,2,Milanesa,Carnicería,16.21,3140,97.26
763,2024-04-26,254,27,2,3,Completa,17,4,Friday,2,Agua mineral,Bebidas,6.21,4978,12.42
826,2024-04-26,137,26,5,4,Completa,17,4,Friday,2,Hamburgesas congeladas,Congelados,9.54,1688,47.699999999999996
1616,2024-04-26,144,34,1,1,Completa,17,4,Friday,2,Maníes,Galletitas y Snacks,5.45,4769,5.45
1621,2024-04-26,193,2,2,1,Completa,17,4,Friday,2,Yogur,Lácteos,5.21,3358,10.42
1733,2024-04-26,185,10,5,5,Completa,17,4,Friday,2,Costilla de cerdo,Carnicería,14.25,2429,71.25
2117,2024-04-26,82,12,2,5,Completa,17,4,Friday,2,Pan francés,Panadería,8.12,1619,16.24
2554,2024-04-26,306,36,1,4,Completa,17,4,Friday,2,Lentejas,Conservas,3.25,4578,3.25
2741,2024-04-26,48,25,5,5,Completa,17,4,Friday,2,Pizza congelada,Congelados,15.45,1640,77.25
842,2024-04-27,307,14,4,4,Completa,17,4,Saturday,2,Facturas,Panadería,12.36,3125,49.44
889,2024-04-27,51,17,2,5,Completa,17,4,Saturday,2,Manzanas,Frutas y Verduras,6.54,3383,13.08
1128,2024-04-27,59,20,3,5,Completa,17,4,Saturday,2,Lechugas,Frutas y Verduras,4.25,1541,12.75
1266,2024-04-27,70,21,6,4,Completa,17,4,Saturday,2,Zanahorias,Frutas y Verduras,3.25,2800,19.5
1505,2024-04-27,13,8,5,4,Completa,17,4,Saturday,2,Milanesa,Carnicería,16.21,3140,81.05000000000001
1572,2024-04-27,314,24,1,4,Completa,17,4,Saturday,2,Empanadas,Congelados,13.54,2908,13.54
2169,2024-04-27,284,38,6,4,Completa,17,4,Saturday,2,Atún enlatado,Conservas,6.21,2182,37.26
2245,2024-04-27,167,22,4,3,Completa,17,4,Saturday,2,Cebolla,Frutas y Verduras,4.21,3545,16.84
2281,2024-04-27,283,10,5,4,Pendiente,17,4,Saturday,2,Costilla de cerdo,Carnicería,14.25,2429,71.25
592,2024-04-28,102,5,6,5,Pendiente,17,4,Sunday,2,Manteca,Lácteos,5.65,4929,33.900000000000006
858,2024-04-28,67,1,4,3,Pendiente,17,4,Sunday,2,Leche,Lácteos,12.24,3327,48.96
1689,2024-04-28,28,33,4,1,Completa,17,4,Sunday,2,Papas chips,Galletitas y Snacks,8.54,2837,34.16
1988,2024-04-28,114,21,2,5,Completa,17,4,Sunday,2,Zanahorias,Frutas y Verduras,3.25,2800,6.5
2128,2024-04-28,314,35,1,1,Pendiente,17,4,Sunday,2,Arroz,Conservas,4.25,1437,4.25
2539,2024-04-28,135,37,4,3,Completa,17,4,Sunday,2,Garbanzos,Conservas,3.65,1506,14.6
2799,2024-04-28,217,2,1,5,Pendiente,17,4,Sunday,2,Yogur,Lácteos,5.21,3358,5.21
2851,2024-04-28,316,33,4,1,Completa,17,4,Sunday,2,Papas chips,Galletitas y Snacks,8.54,2837,34.16
2957,2024-04-28,249,4,6,1,Completa,17,4,Sunday,2,Queso rallado,Lácteos,19.23,2099,115.38
217,2024-04-29,100,17,4,5,Completa,18,4,Monday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
1114,2024-04-29,47,38,6,4,Completa,18,4,Monday,2,Atún enlatado,Conservas,6.21,2182,37.26
1115,2024-04-29,159,1,6,2,Completa,18,4,Monday,2,Leche,Lácteos,12.24,3327,73.44
1207,2024-04-29,159,11,4,4,Completa,18,4,Monday,2,Salchicha,Carnicería,11.23,1726,44.92
1211,2024-04-29,104,4,5,5,Completa,18,4,Monday,2,Queso rallado,Lácteos,19.23,2099,96.15
1552,2024-04-29,21,6,6,1,Completa,18,4,Monday,2,Asado,Carnicería,28.56,5137,171.35999999999999
1889,2024-04-29,237,1,4,1,Completa,18,4,Monday,2,Leche,Lácteos,12.24,3327,48.96
1952,2024-04-29,190,19,4,5,Pendiente,18,4,Monday,2,Tomates,Frutas y Verduras,6.54,4041,26.16
2105,2024-04-29,85,12,1,3,Pendiente,18,4,Monday,2,Pan francés,Panadería,8.12,1619,8.12
2786,2024-04-29,106,7,6,1,Completa,18,4,Monday,2,Chorizo,Carnicería,11.25,4068,67.5
2999,2024-04-29,320,11,3,4,Completa,18,4,Monday,2,Salchicha,Carnicería,11.23,1726,33.69
353,2024-04-30,181,10,4,5,Completa,18,4,Tuesday,2,Costilla de cerdo,Carnicería,14.25,2429,57.0
625,2024-04-30,11,18,1,2,Completa,18,4,Tuesday,2,Bananas,Frutas y Verduras,7.25,4720,7.25
898,2024-04-30,179,9,6,4,Completa,18,4,Tuesday,2,Pollo,Carnicería,18.56,4051,111.35999999999999
1127,2024-04-30,136,6,2,4,Completa,18,4,Tuesday,2,Asado,Carnicería,28.56,5137,57.12
1238,2024-04-30,254,6,2,1,Pendiente,18,4,Tuesday,2,Asado,Carnicería,28.56,5137,57.12
1652,2024-04-30,106,19,4,3,Completa,18,4,Tuesday,2,Tomates,Frutas y Verduras,6.54,4041,26.16
2222,2024-04-30,163,21,1,3,Completa,18,4,Tuesday,2,Zanahorias,Frutas y Verduras,3.25,2800,3.25
2402,2024-04-30,90,16,6,2,Completa,18,4,Tuesday,2,Tortas,Panadería,15.23,3189,91.38
2495,2024-04-30,299,7,4,4,Completa,18,4,Tuesday,2,Chorizo,Carnicería,11.25,4068,45.0
419,2024-05-01,149,2,2,3,Completa,18,5,Wednesday,2,Yogur,Lácteos,5.21,3358,10.42
659,2024-05-01,213,1,2,3,Completa,18,5,Wednesday,2,Leche,Lácteos,12.24,3327,24.48
1237,2024-05-01,247,37,6,4,Completa,18,5,Wednesday,2,Garbanzos,Conservas,3.65,1506,21.9
1247,2024-05-01,87,25,6,1,Completa,18,5,Wednesday,2,Pizza congelada,Congelados,15.45,1640,92.69999999999999
1472,2024-05-01,1,12,2,3,Completa,18,5,Wednesday,2,Pan francés,Panadería,8.12,1619,16.24
1961,2024-05-01,177,35,3,5,Completa,18,5,Wednesday,2,Arroz,Conservas,4.25,1437,12.75
1986,2024-05-01,278,17,6,5,Completa,18,5,Wednesday,2,Manzanas,Frutas y Verduras,6.54,3383,39.24
2659,2024-05-01,274,13,5,4,Completa,18,5,Wednesday,2,Pan integral,Panadería,12.56,2228,62.800000000000004
2890,2024-05-01,156,8,5,4,Completa,18,5,Wednesday,2,Milanesa,Carnicería,16.21,3140,81.05000000000001
169,2024-05-02,279,24,4,2,Completa,18,5,Thursday,2,Empanadas,Congelados,13.54,2908,54.16
287,2024-05-02,70,23,6,2,Completa,18,5,Thursday,2,Papas fritas,Congelados,8.23,3731,49.38
692,2024-05-02,303,3,5,5,Completa,18,5,Thursday,2,Queso cremoso,Lácteos,17.23,3167,86.15
1609,2024-05-02,286,15,3,2,Completa,18,5,Thursday,2,Medialunas,Panadería,3.51,4043,10.53
1926,2024-05-02,55,33,1,4,Completa,18,5,Thursday,2,Papas chips,Galletitas y Snacks,8.54,2837,8.54
2810,2024-05-02,314,12,2,1,Pendiente,18,5,Thursday,2,Pan francés,Panadería,8.12,1619,16.24
2826,2024-05-02,323,34,1,5,Completa,18,5,Thursday,2,Maníes,Galletitas y Snacks,5.45,4769,5.45
2883,2024-05-02,251,5,1,5,Completa,18,5,Thursday,2,Manteca,Lácteos,5.65,4929,5.65
2938,2024-05-02,12,31,5,4,Completa,18,5,Thursday,2,Galletitas de agua,Galletitas y Snacks,5.24,2771,26.200000000000003
60,2024-05-03,53,20,5,3,Completa,18,5,Friday,2,Lechugas,Frutas y Verduras,4.25,1541,21.25
270,2024-05-03,326,8,6,5,Pendiente,18,5,Friday,2,Milanesa,Carnicería,16.21,3140,97.26
472,2024-05-03,123,33,4,3,Completa,18,5,Friday,2,Papas chips,Galletitas y Snacks,8.54,2837,34.16
1274,2024-05-03,187,17,4,1,Completa,18,5,Friday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
1655,2024-05-03,293,27,5,4,Completa,18,5,Friday,2,Agua mineral,Bebidas,6.21,4978,31.05
1774,2024-05-03,232,8,3,4,Completa,18,5,Friday,2,Milanesa,Carnicería,16.21,3140,48.63
2109,2024-05-03,284,1,2,1,Completa,18,5,Friday,2,Leche,Lácteos,12.24,3327,24.48
2388,2024-05-03,128,37,2,5,Completa,18,5,Friday,2,Garbanzos,Conservas,3.65,1506,7.3
2898,2024-05-03,188,1,5,4,Completa,18,5,Friday,2,Leche,Lácteos,12.24,3327,61.2
